Data;Abertura;Maxima;Minima;Fechamento
14/11/2018;85485;86280;84600;86200
16/11/2018;87000;89015;86470;88830
19/11/2018;88650;88650;87315;88235
21/11/2018;86900;87720;86575;87565
22/11/2018;87500;87985;87205;87705
23/11/2018;87560;87560;86075;86335
26/11/2018;87200;87445;85080;85620
27/11/2018;85850;88290;85485;87950
28/11/2018;87790;89720;87355;89250
29/11/2018;88980;90140;88440;89700
30/11/2018;89300;90470;89165;89600
03/12/2018;91245;91830;89515;89750
04/12/2018;89750;90570;88095;88605
05/12/2018;89000;89275;88525;89100
06/12/2018;87550;88980;87045;88965
07/12/2018;89250;90110;87905;88000
10/12/2018;87670;88355;85870;85875
11/12/2018;86500;87595;85500;86605
12/12/2018;87850;88830;87525;87915
13/12/2018;88010;88720;87650;88560
14/12/2018;87800;89045;87755;88115
17/12/2018;88490;88540;87005;87150
18/12/2018;87500;88060;87140;87400
19/12/2018;87970;88830;85800;86100
20/12/2018;86200;87310;85380;86300
21/12/2018;86300;87260;85750;86000
26/12/2018;85705;86025;84405;85760
27/12/2018;85510;86305;85215;86120
28/12/2018;87100;88660;86830;88185
02/01/2019;87890;92150;87605;91590
03/01/2019;91005;92165;90455;91780
04/01/2019;92140;93330;91350;92470
07/01/2019;92195;93095;91800;92250
08/01/2019;92630;92760;91580;92650
09/01/2019;93030;94175;92830;94125
10/01/2019;93550;94535;93520;94335
11/01/2019;94600;94620;93765;94050
14/01/2019;93650;94950;93540;94800
15/01/2019;94850;95095;93775;94555
16/01/2019;94800;94800;94050;94800
17/01/2019;94445;96085;94260;95790
18/01/2019;95660;96805;95585;96290
21/01/2019;96150;96555;95145;96555
22/01/2019;96000;96415;94900;95100
23/01/2019;95600;96915;95575;96765
24/01/2019;96765;97930;96615;97930
28/01/2019;96500;96880;94960;95605
29/01/2019;95825;97020;95715;95715
30/01/2019;96450;97420;96015;97150
31/01/2019;97625;98640;97445;97700
01/02/2019;97510;98260;97170;98050
04/02/2019;98450;98775;96950;98355
05/02/2019;98520;98725;97710;98460
06/02/2019;98000;98080;94500;94710
07/02/2019;94900;95730;93570;94445
08/02/2019;94250;95620;93445;95075
11/02/2019;95800;96040;93750;94300
12/02/2019;94980;96630;94955;95965
13/02/2019;97345;97755;96280;96920
14/02/2019;97095;99120;95740;98995
15/02/2019;98610;99215;97930;98230
18/02/2019;97850;98090;97085;97390
19/02/2019;97300;99160;97030;98230
20/02/2019;98405;99450;97195;97560
21/02/2019;97840;98200;96515;97800
22/02/2019;98200;99030;97750;98620
25/02/2019;99200;99265;97830;98000
26/02/2019;97795;98715;97570;98200
27/02/2019;98095;98515;97600;97960
28/02/2019;97800;98225;95950;95950
01/03/2019;96550;96780;94960;95145
06/03/2019;94900;95485;94510;94660
07/03/2019;94650;95220;94265;95220
08/03/2019;94640;96090;93800;96000
11/03/2019;96500;98735;96150;98600
12/03/2019;98200;98950;97820;98405
13/03/2019;98995;99890;97915;99165
14/03/2019;99345;99640;98250;99050
15/03/2019;99300;99920;98555;99230
18/03/2019;99500;100545;99445;100500
19/03/2019;100560;100940;99770;99990
20/03/2019;99940;100250;97800;97825
21/03/2019;98000;98360;95775;97155
22/03/2019;95300;95725;93560;93575
25/03/2019;92025;94720;92025;94020
26/03/2019;94835;95880;94165;95150
27/03/2019;94440;94480;90425;90500
28/03/2019;91200;95190;90720;94700
29/03/2019;95455;96180;95025;95320
01/04/2019;96555;97000;95910;96120
02/04/2019;96480;96910;94940;95670
03/04/2019;96595;96830;94245;95000
04/04/2019;94845;96840;94470;96600
05/04/2019;96815;97690;96245;97420
08/04/2019;97360;97785;96795;97490
09/04/2019;97085;97270;95565;96395
10/04/2019;96980;97085;95755;95900
11/04/2019;95735;95985;94175;95100
12/04/2019;94000;94820;92515;93080
15/04/2019;93405;93835;92695;93020
16/04/2019;93260;95090;92800;94470
17/04/2019;95500;95825;92995;94320
18/04/2019;94770;96050;94155;95075
22/04/2019;95070;95815;94405;95345
23/04/2019;95660;97120;95640;96750
24/04/2019;97000;97200;94800;95800
25/04/2019;95945;97250;94830;97100
26/04/2019;96915;97475;96280;96875
29/04/2019;97100;97840;96685;96805
30/04/2019;97040;97425;96240;97050
02/05/2019;96390;96575;95875;96100
03/05/2019;96330;96955;96330;96570
06/05/2019;95250;95660;95060;95275
07/05/2019;95140;95290;93200;95290
08/05/2019;94900;96900;94895;96000
09/05/2019;95400;95710;94330;95200
10/05/2019;94860;95410;93625;94305
13/05/2019;93300;93375;91050;91050
14/05/2019;91810;92940;91810;92270
15/05/2019;91605;92150;90610;91520
16/05/2019;91965;92100;90020;90390
17/05/2019;89950;91725;89630;90690
20/05/2019;90150;92710;90085;92710
21/05/2019;92720;94980;92250;94975
22/05/2019;94675;95555;94160;94945
23/05/2019;93950;94870;93520;94400
24/05/2019;94680;95195;93645;93645
27/05/2019;94120;95740;94120;95255
28/05/2019;95220;96850;94840;96670
29/05/2019;95950;97240;95850;96540
30/05/2019;96480;98165;96365;97800
31/05/2019;97100;98210;96870;97110
03/06/2019;97400;97890;96530;97250
04/06/2019;97630;98030;96670;97715
05/06/2019;97905;97970;95730;96400
06/06/2019;96585;97565;96150;96900
07/06/2019;97400;98460;97045;98000
10/06/2019;97120;97920;96805;97250
11/06/2019;97450;99120;97450;99100
12/06/2019;99505;100285;98810;99490
13/06/2019;99950;100415;99480;100100
14/06/2019;99620;99985;98465;98650
17/06/2019;98675;99385;98510;98595
18/06/2019;99285;100500;99200;100500
19/06/2019;100300;101425;99865;101400
21/06/2019;101800;103030;101775;102920
24/06/2019;102920;103540;102460;102980
25/06/2019;102820;102840;100500;100505
26/06/2019;101520;101980;100915;101360
27/06/2019;101140;101850;100100;101475
28/06/2019;101820;102430;101240;101365
01/07/2019;102760;103240;101855;102150
02/07/2019;102040;102345;100570;101210
03/07/2019;101100;102920;100405;102675
04/07/2019;103100;104750;102795;104090
05/07/2019;104375;104880;103280;104860
08/07/2019;104515;105370;104390;105255
10/07/2019;106100;107295;105820;106230
11/07/2019;106850;107145;105330;105655
12/07/2019;105630;106225;104155;104470
15/07/2019;105000;105270;103965;104690
16/07/2019;104780;104965;103775;104335
17/07/2019;104405;104925;104135;104320
18/07/2019;104145;105335;104110;105335
19/07/2019;105495;105550;103660;103660
22/07/2019;104045;104730;103945;104450
23/07/2019;104615;104900;103805;104330
24/07/2019;104100;104965;104090;104230
25/07/2019;104640;104840;102655;102985
26/07/2019;103370;103630;102465;103085
29/07/2019;103315;103950;102715;103940
30/07/2019;103550;103850;102810;103200
31/07/2019;103375;103615;101080;101900
01/08/2019;102400;104275;102000;102000
02/08/2019;101610;103360;101435;102945
05/08/2019;101305;101415;99710;99960
06/08/2019;101050;102405;100965;102360
07/08/2019;102550;103100;100505;102870
08/08/2019;103300;104485;103040;104485
09/08/2019;103800;104930;103555;103930
12/08/2019;103000;103050;101570;101690
13/08/2019;101350;103840;101200;103545
14/08/2019;102815;103120;100820;100925
15/08/2019;101500;102070;98940;99880
16/08/2019;100800;101370;99870;100865
19/08/2019;101860;101885;99675;100180
20/08/2019;100170;100625;98560;99730
21/08/2019;100600;102265;100220;102150
22/08/2019;101935;102420;100620;100810
23/08/2019;101000;101005;97525;98395
26/08/2019;98890;99200;95620;95950
27/08/2019;96700;98615;96410;97830
28/08/2019;97300;99040;96905;98460
29/08/2019;99100;101590;99100;101550
30/08/2019;102000;102340;101360;102230
02/09/2019;102010;102270;101060;101375
03/09/2019;100870;102100;99905;100400
04/09/2019;101690;101850;100945;101595
05/09/2019;102300;103875;102300;102580
06/09/2019;102995;103760;102875;103590
09/09/2019;104000;104840;103330;103825
10/09/2019;103490;104155;102720;103475
11/09/2019;103880;104685;103640;104100
12/09/2019;104650;105195;104125;104620
13/09/2019;105155;105270;103635;103905
16/09/2019;103750;104460;103120;104155
17/09/2019;103700;105225;103300;105225
18/09/2019;105200;105200;103925;104950
19/09/2019;105600;106430;104535;104760
20/09/2019;105240;105410;104150;104915
23/09/2019;104600;105020;104280;105000
24/09/2019;105475;105475;103690;104140
25/09/2019;103480;104805;103270;104720
26/09/2019;105275;105615;104545;105360
27/09/2019;105500;105900;104705;105500
30/09/2019;105800;105800;104845;105070
01/10/2019;105265;105350;103985;104040
02/10/2019;103320;103395;101015;101090
03/10/2019;101250;101730;99870;101590
04/10/2019;101200;102770;101040;102475
07/10/2019;102250;102560;100380;100605
08/10/2019;100300;101485;99695;99800
09/10/2019;100845;101685;100235;101390
10/10/2019;101320;102595;101235;102315
11/10/2019;103290;104590;102840;103550
14/10/2019;103395;104450;103350;104450
15/10/2019;104655;105135;104060;104060
16/10/2019;105060;106310;104300;106060
17/10/2019;106355;106770;105595;105925
18/10/2019;105710;106300;105245;105295
21/10/2019;105680;106920;105415;106920
22/10/2019;106800;108215;106640;107745
23/10/2019;107600;108740;107520;108235
24/10/2019;108480;108620;107285;107800
25/10/2019;108110;108860;107670;108070
28/10/2019;108300;109125;107960;108525
29/10/2019;108500;108725;107900;108390
30/10/2019;108105;109055;107125;109000
31/10/2019;108690;108695;106900;107585
01/11/2019;107950;109150;107920;108950
04/11/2019;109680;109975;108960;109340
05/11/2019;109560;109915;108800;109165
06/11/2019;109300;110320;107710;108905
07/11/2019;109480;110285;109045;109950
08/11/2019;109100;109475;107540;107900
11/11/2019;107585;108880;107150;108825
12/11/2019;108875;108985;106620;106900
13/11/2019;106600;107260;105620;106600
14/11/2019;106670;107240;106180;106900
18/11/2019;107750;108210;106520;106520
19/11/2019;107070;107350;105700;106100
21/11/2019;105810;107985;105810;107985
22/11/2019;107970;108995;107525;108950
25/11/2019;109250;109400;108365;108585
26/11/2019;108400;108525;106650;107670
27/11/2019;107800;108230;106455;107925
28/11/2019;107785;108665;107380;108600
29/11/2019;108420;109010;107950;108430
02/12/2019;108290;109585;108250;109010
03/12/2019;109000;109715;108325;109145
04/12/2019;109700;110545;109360;110480
05/12/2019;110655;111320;110135;110740
06/12/2019;110875;111655;110820;111155
09/12/2019;110950;111570;110910;111130
10/12/2019;110765;111325;110255;110780
11/12/2019;111070;111285;110605;111010
12/12/2019;111550;112595;111385;112250
13/12/2019;112600;112965;111880;112720
16/12/2019;112900;113345;111915;112160
17/12/2019;112350;112815;111945;112520
18/12/2019;113015;114990;113000;114950
19/12/2019;114755;115890;114325;115890
20/12/2019;115550;116025;115125;115740
23/12/2019;115880;116400;115540;116350
26/12/2019;116500;117925;116230;117730
27/12/2019;117860;118565;116570;116885
30/12/2019;117120;117710;115800;115800
02/01/2020;117000;119100;116870;119100
03/01/2020;117770;119410;117000;118350
06/01/2020;117860;118260;116795;117350
07/01/2020;117770;117925;116345;117075
08/01/2020;117220;117890;116090;116500
09/01/2020;117180;117355;115810;116355
10/01/2020;116790;117230;115320;115915
13/01/2020;116375;117875;116120;117875
14/01/2020;117710;118100;116955;117920
15/01/2020;117650;117665;116525;116795
16/01/2020;117145;117540;116235;117020
17/01/2020;117405;118810;117225;118810
20/01/2020;118655;119165;118150;119100
21/01/2020;118300;118900;117125;117215
22/01/2020;117715;118660;117710;118550
23/01/2020;118195;119865;117125;119820
24/01/2020;119810;120085;118280;118475
27/01/2020;116500;116890;114460;114620
28/01/2020;115000;117050;114930;116600
29/01/2020;116980;117390;115270;115500
30/01/2020;114290;115785;112925;115520
31/01/2020;114600;114650;113230;113890
03/02/2020;114450;115500;113600;114780
04/02/2020;116280;116780;115570;115700
05/02/2020;116820;117850;116170;116380
06/02/2020;117000;117540;114775;115245
07/02/2020;115000;115250;113530;113530
10/02/2020;113550;114190;112140;113040
11/02/2020;113615;115610;113580;115490
12/02/2020;117050;118410;116310;117360
13/02/2020;116100;116700;115440;116150
14/02/2020;116750;116900;114770;114960
17/02/2020;115510;116390;115305;115710
18/02/2020;114885;115715;114125;115700
19/02/2020;115910;117200;115280;116950
20/02/2020;116750;117175;114875;114875
21/02/2020;114400;114500;113190;114250
26/02/2020;108800;109135;105480;106060
27/02/2020;104560;107170;103000;103000
28/02/2020;101355;104960;100335;104960
02/03/2020;103905;107745;103090;107300
03/03/2020;107600;109385;104780;105500
04/03/2020;107500;108500;105365;107410
05/03/2020;105700;106550;100770;102775
06/03/2020;99000;99800;97170;97880
09/03/2020;88540;90855;86080;86080
10/03/2020;90500;92785;87345;92600
11/03/2020;89505;90660;80540;80540
12/03/2020;76365;76365;72125;72125
13/03/2020;79335;82940;72600;80000
16/03/2020;74415;76375;70280;70340
17/03/2020;70780;77410;70535;73305
18/03/2020;67300;70250;63520;68170
19/03/2020;66300;70030;61435;65585
20/03/2020;70300;72370;65800;66200
23/03/2020;64295;69990;61905;63865
24/03/2020;67990;71575;66675;69000
25/03/2020;68890;76890;67700;74600
26/03/2020;72890;78850;72225;77635
27/03/2020;74860;75800;72510;73325
30/03/2020;73355;75120;72835;75100
31/03/2020;74595;75485;71900;71970
01/04/2020;70000;71560;68835;71200
02/04/2020;72925;74025;71030;72240
03/04/2020;72505;73205;67710;69270
06/04/2020;72685;75365;72185;74385
07/04/2020;77630;80000;76080;76570
08/04/2020;76990;79165;76125;79050
09/04/2020;78600;80465;77415;78170
13/04/2020;77500;79315;76320;79255
14/04/2020;80250;81715;79800;80100
15/04/2020;78050;80255;77820;79500
16/04/2020;80000;80400;77600;79450
17/04/2020;81020;81025;77955;79275
20/04/2020;76980;80455;76785;79555
22/04/2020;78675;81490;78355;80500
23/04/2020;80600;81980;78710;79605
24/04/2020;79500;79960;71800;76680
27/04/2020;78010;78985;76435;78245
28/04/2020;79980;81700;79700;81500
29/04/2020;82000;84180;81810;84150
30/04/2020;82805;83000;79985;80100
04/05/2020;77375;79350;77070;79100
05/05/2020;80200;81300;79235;80260
06/05/2020;80255;80485;78135;78750
07/05/2020;80300;80890;78120;78875
08/05/2020;79400;80950;79120;80610
11/05/2020;79400;80840;78745;79000
12/05/2020;79600;80440;77555;77560
13/05/2020;79000;79165;77205;78440
14/05/2020;77560;79555;75680;79420
15/05/2020;78650;79700;77290;77600
18/05/2020;79600;81625;79405;81500
19/05/2020;81380;82330;80580;80875
20/05/2020;81680;82430;80925;81600
21/05/2020;81000;83485;80870;83250
22/05/2020;83000;84420;81500;84330
25/05/2020;85250;86100;84735;86060
26/05/2020;86500;87455;85375;86075
27/05/2020;86700;88250;86000;88010
28/05/2020;87975;88200;86620;86620
29/05/2020;86700;87600;85370;87600
01/06/2020;87600;89165;86685;88880
02/06/2020;89600;91495;89300;91430
03/06/2020;91500;93845;91500;92665
04/06/2020;92255;94260;92000;93800
05/06/2020;95400;97465;94350;94450
08/06/2020;95700;98100;95470;97710
09/06/2020;96525;97380;95510;96525
10/06/2020;97000;97950;94330;94330
12/06/2020;91395;93375;90690;92975
15/06/2020;90600;93185;89950;92495
16/06/2020;94045;95435;92745;93700
17/06/2020;93895;96850;93885;95610
18/06/2020;94150;97390;94005;95990
19/06/2020;97280;97930;95990;96250
22/06/2020;97160;97645;95030;95800
23/06/2020;96940;97665;95845;95895
24/06/2020;95210;96110;93370;94700
25/06/2020;93900;96500;93870;96195
26/06/2020;95900;96100;93420;93460
29/06/2020;94280;96275;93950;96180
30/06/2020;95800;96490;94915;95015
01/07/2020;94420;97105;94400;96160
02/07/2020;97590;98180;96130;96490
03/07/2020;96500;96970;96005;96970
06/07/2020;98600;99495;98305;99300
07/07/2020;98540;99125;97380;97895
08/07/2020;98350;100170;98210;100140
09/07/2020;99980;100380;98925;99110
10/07/2020;98800;100240;98550;99950
13/07/2020;100800;101040;98320;98320
14/07/2020;98980;100680;98360;100450
15/07/2020;101820;102300;100815;102000
16/07/2020;101335;101625;100235;100850
17/07/2020;101155;103225;101140;103200
20/07/2020;103040;104550;102760;104275
21/07/2020;105200;105520;103815;104400
22/07/2020;104075;105140;103310;104475
23/07/2020;105055;105280;102130;102465
24/07/2020;101985;102830;100905;102500
27/07/2020;103200;104750;102590;104150
28/07/2020;103830;104805;103505;103900
29/07/2020;104500;105790;104335;105400
30/07/2020;104875;105875;103935;105850
31/07/2020;105500;105785;102625;103100
03/08/2020;103910;104075;102325;103105
04/08/2020;102585;102885;99960;101785
05/08/2020;102600;103855;101935;102950
06/08/2020;102500;104655;102100;103855
07/08/2020;103130;104275;101905;102725
10/08/2020;103200;103860;101235;103090
11/08/2020;104300;104655;101840;102325
12/08/2020;102740;103350;100860;102885
13/08/2020;102455;103525;100280;100405
14/08/2020;100260;102000;99770;101600
17/08/2020;101105;101915;98665;99800
18/08/2020;101150;102520;100975;102120
19/08/2020;101730;102720;100660;100770
20/08/2020;99000;102040;98885;101350
21/08/2020;101000;101810;100500;101320
24/08/2020;102590;102885;101770;102440
25/08/2020;102880;103090;101740;102060
26/08/2020;101920;102700;99460;100640
27/08/2020;100685;101820;99940;101020
28/08/2020;101600;102575;100990;102500
31/08/2020;102420;102425;99535;99700
01/09/2020;100590;102480;100195;102190
02/09/2020;102505;103125;100950;102520
03/09/2020;102015;103440;99850;101055
04/09/2020;100865;101955;99030;101000
08/09/2020;99900;100880;99415;100100
09/09/2020;100750;101830;100565;101305
10/09/2020;101000;101685;98315;98350
11/09/2020;99210;99565;97795;98150
14/09/2020;99200;100660;99015;100155
15/09/2020;100980;101150;99700;100425
16/09/2020;100855;100865;99655;99700
17/09/2020;98900;100380;98565;100200
18/09/2020;100110;100155;97975;98110
21/09/2020;96725;97375;95825;96960
22/09/2020;96950;97800;96415;97000
23/09/2020;97545;97545;95500;95615
24/09/2020;95485;98075;95320;96950
25/09/2020;96635;97170;95560;97045
28/09/2020;98300;98445;94320;94500
29/09/2020;94655;95520;93225;93460
30/09/2020;93300;95385;93150;95060
01/10/2020;95500;95595;93500;95260
02/10/2020;94595;96045;93110;93280
05/10/2020;94145;96460;93670;95950
06/10/2020;96750;97480;95125;95395
07/10/2020;96270;96430;94730;95745
08/10/2020;96150;98100;95535;97670
09/10/2020;97950;98680;97100;97610
13/10/2020;98200;99045;97225;98090
14/10/2020;98460;99880;98150;99230
15/10/2020;98190;99725;97915;99100
16/10/2020;99375;99425;98285;98675
19/10/2020;99100;100165;98575;98850
20/10/2020;99235;100965;99125;100940
21/10/2020;100700;101865;100285;100700
22/10/2020;100650;102420;100570;102380
23/10/2020;102400;102465;101280;101645
26/10/2020;100880;101970;99890;101350
27/10/2020;101905;101945;98815;98850
28/10/2020;98300;98365;95050;95050
29/10/2020;95100;96890;93550;95740
30/10/2020;95405;96335;93635;94500
03/11/2020;96140;96525;95140;95800
04/11/2020;95965;98470;95955;98400
05/11/2020;99400;101120;99150;101070
06/11/2020;100400;101270;99995;101035
09/11/2020;104075;105355;103250;103250
10/11/2020;103515;105930;103395;104850
11/11/2020;105180;105560;104245;105130
12/11/2020;104900;105250;102150;102900
13/11/2020;103455;105200;103080;104975
16/11/2020;105710;106900;105280;106900
17/11/2020;106225;107930;105925;107360
18/11/2020;107850;107925;105875;105875
19/11/2020;105705;107135;105590;106500
20/11/2020;106835;107100;105710;106200
23/11/2020;106900;107605;106625;107450
24/11/2020;108145;110330;107590;110200
25/11/2020;109580;110705;109300;110075
26/11/2020;109915;110390;109430;110310
27/11/2020;110400;111675;110325;110400
30/11/2020;110395;111060;108820;109500
01/12/2020;110595;111955;110335;111400
02/12/2020;111400;112350;110635;112010
03/12/2020;111885;113450;111765;112420
04/12/2020;112895;113935;112895;113505
07/12/2020;113010;114570;112510;113750
08/12/2020;113090;114390;112750;113755
09/12/2020;114050;114180;112455;112990
10/12/2020;113110;115310;112635;115310
11/12/2020;114500;115545;113920;115190
14/12/2020;115605;115945;114300;114300
15/12/2020;114985;116375;114835;116330
16/12/2020;116780;118335;115645;117900
17/12/2020;118100;119285;117895;118820
18/12/2020;118030;119640;117735;118055
21/12/2020;115985;117280;115080;115900
22/12/2020;116335;117125;115760;117040
23/12/2020;117300;118565;117060;117900
28/12/2020;118575;119605;118335;119605
29/12/2020;119700;120040;118870;119550
30/12/2020;120000;120375;119000;119200
04/01/2021;120320;120575;118140;118650
05/01/2021;119000;119955;116770;119040
06/01/2021;119195;121075;118900;119130
07/01/2021;119405;123450;119235;123270
08/01/2021;123050;125475;122370;125380
11/01/2021;124600;124910;122465;123475
12/01/2021;123805;124715;123240;124160
13/01/2021;123985;124385;121015;122265
14/01/2021;122775;124040;122340;123250
15/01/2021;122650;122720;120095;120305
18/01/2021;120720;122825;119975;121230
19/01/2021;122300;122435;119250;120660
20/01/2021;120625;121510;118680;119690
21/01/2021;120035;120315;117750;118140
22/01/2021;116910;117940;116075;117445
26/01/2021;116655;119185;116000;116300
27/01/2021;115735;117860;114830;115500
28/01/2021;115510;119470;115465;119470
29/01/2021;118765;118765;114710;114950
01/02/2021;116400;117985;115675;117455
02/02/2021;118295;119900;117720;118570
03/02/2021;118995;120375;118555;119840
04/02/2021;120105;120675;118825;118980
05/02/2021;119560;121200;119375;120500
08/02/2021;120650;120880;119055;119660
09/02/2021;119665;119980;118175;119500
10/02/2021;119800;119825;117835;118185
11/02/2021;118500;120320;118435;119665
12/02/2021;118995;119765;118035;119540
17/02/2021;119750;120800;119030;120700
18/02/2021;120500;121050;118615;119205
19/02/2021;118545;119415;117965;118215
22/02/2021;113100;114605;111725;112140
23/02/2021;113115;115745;112800;115535
24/02/2021;115355;116370;114750;115950
25/02/2021;116035;116725;111795;112020
26/02/2021;112000;113640;109785;109850
01/03/2021;111300;112660;110070;110410
02/03/2021;109910;112625;107300;111980
03/03/2021;112730;112780;107545;111335
04/03/2021;111545;114695;111435;113450
05/03/2021;113600;115630;112435;115410
08/03/2021;114500;114695;109000;109000
09/03/2021;110500;112890;109415;111100
10/03/2021;111250;113205;109945;112995
11/03/2021;114100;115270;113340;114655
12/03/2021;113980;114550;113300;114195
15/03/2021;114350;115230;113515;115035
16/03/2021;115270;115270;113395;114200
17/03/2021;113550;116935;113135;116600
18/03/2021;116300;117510;114390;115295
19/03/2021;115325;116600;114715;115865
22/03/2021;116100;116130;113645;115440
23/03/2021;114595;115715;113040;113130
24/03/2021;113535;114930;111650;111765
25/03/2021;111405;114125;110850;113510
26/03/2021;113660;115535;113165;114825
29/03/2021;114300;115780;113770;115550
30/03/2021;115360;117190;114670;117000
31/03/2021;116845;117350;115915;116600
01/04/2021;117125;117515;114675;114710
05/04/2021;115710;117815;115545;117600
06/04/2021;117300;118255;117095;117775
07/04/2021;117650;118400;116690;118000
08/04/2021;118335;119010;117380;118245
09/04/2021;117995;118695;117205;117780
12/04/2021;117765;118940;117725;118625
13/04/2021;118150;119565;117880;119010
14/04/2021;119555;121370;119250;120900
15/04/2021;120960;121870;120540;121100
16/04/2021;121205;121670;120620;121420
